mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_28740,c1c(oc(n1)NC=O)N,3.532,1.1975,0.89863,0.6776,68.83,-0.2219,-0.0178,0.2041,1206.0337,0.102034,-470.053642,-470.045476,-470.044531,-470.08737,28.807
gdb_87940,OC1CC11CCC(=O)O1,3.50845,1.15974,1.04436,4.4835,69.11,-0.259,0.0153,0.2743,1166.1948,0.135644,-458.990869,-458.982785,-458.981841,-459.023679,30.803
gdb_53334,CC#CC1CC2CC1O2,4.50185,0.89813,0.8762,1.4425,84.44,-0.2318,0.0564,0.2882,1420.1855,0.159743,-385.846053,-385.837532,-385.836588,-385.881531,31.408
gdb_107358,CCC12CC1OC(=N)C2,3.40762,1.15852,0.97932,3.1096,80.04,-0.2451,0.0264,0.2715,1265.8896,0.171462,-403.162852,-403.154338,-403.153394,-403.196154,32.839
gdb_37982,C1C2C3COCOC2C13,3.12555,1.74133,1.34214,1.9759,74.99,-0.2514,0.0921,0.3435,978.6599,0.162911,-422.969549,-422.962948,-422.962004,-423.000364,27.472
gdb_89861,CC1CC2(CC2C#C)C1,3.25279,1.00098,0.86732,1.0846,90.65,-0.2341,0.0508,0.285,1418.2311,0.180826,-349.904445,-349.8951,-349.894156,-349.938757,35.987
gdb_112927,COC1CC(C)CC=C1,3.07099,1.03972,0.82134,1.0467,88.84,-0.2384,0.0235,0.262,1481.6255,0.205893,-388.303283,-388.293718,-388.292774,-388.337675,36.15
gdb_130525,c1c2c(ncn1)nno2,4.20232,1.75914,1.24004,1.9198,64.41,-0.2858,-0.1042,0.1816,871.8091,0.06844,-447.734857,-447.729136,-447.728192,-447.764933,21.889
gdb_32784,CCCc1cc[nH]c1C,2.95395,0.97916,0.78432,1.8544,90.49,-0.1894,0.0501,0.2395,1537.7728,0.194262,-367.266801,-367.256724,-367.25578,-367.303152,36.592
gdb_4430,CC1=C(C)OC(=N)O1,3.38926,1.93384,1.25046,4.3565,65.87,-0.2097,0.027,0.2367,945.7439,0.118015,-399.837637,-399.829883,-399.828939,-399.869566,28.208
gdb_129524,c1conc1NC(=O)N,5.17279,0.99679,0.83663,2.5203,65.8,-0.2428,-0.0064,0.2364,1270.1654,0.102503,-470.039161,-470.031366,-470.030421,-470.072164,28.73
gdb_107375,OCC12CC1NC(=O)N2,3.26837,1.24106,1.0202,4.4821,68.34,-0.2354,0.0497,0.2851,1156.8632,0.137273,-455.169738,-455.161541,-455.160597,-455.202566,31.451
gdb_16040,CN1C2CCC12C#N,3.45763,1.79012,1.4618,4.8978,70.71,-0.2626,0.0102,0.2727,896.0075,0.131096,-342.750929,-342.743565,-342.742621,-342.782357,27.699
gdb_92499,CC1CC2CCC2(O)C1,2.64158,1.34193,1.13347,1.2239,84.72,-0.246,0.0733,0.3193,1217.4802,0.206764,-388.302933,-388.294149,-388.293204,-388.335895,35.415
gdb_17238,CCC12CC3CC1N23,4.89792,1.63326,1.47836,1.5933,74.5,-0.2362,0.0943,0.3305,929.1037,0.166896,-327.877933,-327.87073,-327.869786,-327.909314,28.201
gdb_86062,CC1CC(C)=C(C)C1O,2.24729,1.40144,0.96606,1.7427,88.98,-0.2293,0.0238,0.2532,1327.1702,0.204389,-388.323066,-388.312706,-388.311762,-388.357891,38.765
gdb_21510,c1nncn1C(=O)N,5.3196,1.68629,1.28941,5.528,55.97,-0.2679,-0.0383,0.2296,852.0498,0.085969,-410.884933,-410.878307,-410.877363,-410.916156,23.905
gdb_109344,COC1=NCCC2CN12,3.17089,1.39172,1.08086,1.7285,77.24,-0.2279,0.0302,0.2581,1154.89,0.161254,-419.194455,-419.186379,-419.185434,-419.227031,30.83
gdb_25576,c1c([nH]cn1)OCC=O,4.2087,0.97871,0.84501,4.3428,68.27,-0.213,-0.0404,0.1726,1296.4965,0.112646,-453.967846,-453.959744,-453.9588,-454.001911,28.785
gdb_63921,CC1(O)CC2CC3C2C13,2.8941,1.51909,1.50301,1.1386,80.51,-0.2501,0.0809,0.3309,1018.4081,0.183663,-387.073333,-387.065469,-387.064525,-387.104988,32.78
gdb_4247,N=C1NC=CC(=O)N1,3.83894,2.01862,1.32297,5.398,64.22,-0.2308,-0.0334,0.1974,847.7324,0.098908,-394.851816,-394.845354,-394.84441,-394.882445,24.772
gdb_92300,CC1CC2COC(=N)C12,2.26143,1.86703,1.21914,2.9797,79.37,-0.2528,0.0246,0.2774,1074.9041,0.172878,-403.165851,-403.157746,-403.156802,-403.198729,31.342
gdb_46918,O=C1CNC2CC2OC1,3.22245,1.41409,1.0647,3.1186,72.53,-0.2227,-0.0183,0.2044,1111.9793,0.148485,-439.064778,-439.056963,-439.056019,-439.097736,30.305
gdb_100215,CCC(N)(CC#C)C#N,2.64145,1.13629,0.97151,4.3315,81.24,-0.2621,0.024,0.2861,1298.792,0.156717,-382.048084,-382.037636,-382.036692,-382.083245,38.077
gdb_50184,O=CC1CN2C(C#N)C12,2.15428,1.90708,1.32106,4.12,69.01,-0.2568,-0.038,0.2188,971.1309,0.112222,-416.769799,-416.76192,-416.760976,-416.802756,28.391
gdb_73088,CC12COC1C=CCO2,2.41255,1.84145,1.35584,2.0622,75.97,-0.2466,0.0055,0.2521,1013.0391,0.159603,-423.011181,-423.003211,-423.002267,-423.043629,30.97
gdb_74336,CC1=NC(CO1)C1CC1,3.22263,1.16865,0.99753,1.0801,80.06,-0.2413,0.0273,0.2686,1267.3715,0.171729,-403.162868,-403.154119,-403.153175,-403.197016,32.346
gdb_51067,O=CCC12C3CC1CN23,3.77065,1.10755,1.06787,2.4289,76.13,-0.239,-0.0268,0.2122,1181.8588,0.147691,-401.889114,-401.881318,-401.880374,-401.922448,29.302
gdb_33367,C#CC#CCC#CC#C,4.55932,0.53067,0.47673,0.63,101.67,-0.2473,-0.031,0.2163,2125.9026,0.085576,-345.040338,-345.030973,-345.030029,-345.075258,33.352
gdb_127810,Cn1c2nnnn2nn1,3.76908,1.77385,1.21549,5.429,61.91,-0.2847,-0.069,0.2157,914.7512,0.079347,-461.078532,-461.071918,-461.070973,-461.110129,23.452
gdb_31899,CNc1ncc(o1)C#C,6.28485,0.91358,0.80286,2.1452,83.43,-0.1976,-0.0111,0.1864,1375.4839,0.112336,-416.810339,-416.801694,-416.80075,-416.843862,31.046
gdb_96579,OC1COCOCC=C1,2.55791,1.43839,1.04524,2.459,73.02,-0.2503,-0.0033,0.2471,1157.2772,0.160017,-460.138329,-460.129977,-460.129032,-460.171001,32.295
gdb_74282,CC1=CC(C)(O)CCC1,2.39288,1.31953,1.04956,1.4848,88.91,-0.2356,0.0189,0.2545,1287.7491,0.205116,-388.324371,-388.314596,-388.313652,-388.358223,38.013
gdb_118861,COCC1(O)CC1CO,3.08569,0.81949,0.72427,3.0521,76.95,-0.2432,0.0744,0.3177,1625.8798,0.179664,-461.322418,-461.311791,-461.310847,-461.358536,38.023
gdb_130744,c1nn(c(=O)o1)CC#N,3.21289,1.27292,1.02165,3.5631,59.92,-0.269,-0.0248,0.2442,1089.1418,0.078525,-468.841463,-468.83404,-468.833096,-468.874683,25.665
gdb_12129,CC12NC1C1(O)CC21,3.9385,1.69626,1.67863,1.0721,68.17,-0.204,0.0756,0.2797,866.1701,0.141098,-363.773232,-363.76582,-363.764876,-363.8042,29.672
gdb_25549,c1c([nH]c(=O)o1)OC=O,6.31301,0.85583,0.77714,1.7416,58.71,-0.2366,-0.0333,0.2033,1328.9641,0.07673,-509.818605,-509.810938,-509.809993,-509.851705,26.913
gdb_120218,CCCC1C2CC1CC2,3.99602,0.84598,0.82486,0.0903,92.85,-0.2777,0.0894,0.367,1581.3336,0.231409,-352.355912,-352.346979,-352.346035,-352.389907,35.222
gdb_132454,NC1=CN=C(F)OC1=N,3.31326,1.42099,0.99537,1.909,67.01,-0.2091,-0.0411,0.168,1066.5574,0.090115,-494.066705,-494.05943,-494.058486,-494.098418,27.887
gdb_56470,NC(C#C)C(=N)NC=O,2.80997,1.10713,0.82118,3.7455,73.25,-0.2517,-0.0302,0.2215,1333.1531,0.123493,-434.051106,-434.041599,-434.040655,-434.085964,33.912
gdb_64961,CC1(CO1)C(=O)C1CO1,3.14387,1.19071,0.99004,2.0363,69.85,-0.2519,-0.0455,0.2064,1214.9636,0.133095,-458.929271,-458.920293,-458.919349,-458.963804,32.077
gdb_35100,C#CC1C=CCC11CO1,2.2307,1.74161,1.15124,1.4828,78.74,-0.2494,0.0117,0.2611,1079.7895,0.134866,-384.642187,-384.634083,-384.633139,-384.675318,31.141
gdb_65953,NC1(COC11CC1)C#N,2.29174,1.53035,1.33819,2.1699,72.78,-0.2484,0.0177,0.2661,1046.68,0.135244,-417.971593,-417.962873,-417.961929,-418.005102,32.397
gdb_56825,CC1C(O)C1C(O)C#N,2.50023,1.20973,0.95285,5.0901,72.75,-0.2704,0.0158,0.2862,1257.7393,0.145625,-439.069779,-439.059839,-439.058894,-439.105008,35.559
gdb_71907,CC12CC3CC(C1)C3O2,3.12992,1.68353,1.60418,1.2082,80.14,-0.2461,0.0841,0.3302,964.2146,0.185824,-387.111252,-387.104291,-387.103346,-387.141995,30.028
gdb_111187,COC1C2OC1C2C#N,2.91929,1.22155,0.97497,2.0132,70.23,-0.2626,0.0082,0.2708,1201.4205,0.122957,-437.804914,-437.796712,-437.795768,-437.838302,29.748
gdb_67278,CC12C3OC1C1CC3C21,3.09336,1.87138,1.71187,1.704,77.35,-0.2357,0.0589,0.2945,898.6113,0.161136,-385.821769,-385.815172,-385.814228,-385.852257,28.11
gdb_12781,CCC1CC2OC12C,3.48716,1.51886,1.27834,1.7704,74.86,-0.2425,0.0885,0.331,1055.7552,0.17576,-348.981538,-348.97302,-348.972076,-349.014303,32.031
gdb_98073,CCC(=O)C(=O)C(C)O,3.27431,0.94174,0.79538,2.0811,73.12,-0.253,-0.094,0.159,1481.8876,0.154943,-460.199383,-460.188697,-460.187753,-460.236242,37.11
gdb_103157,CN1CC(=O)C1(C)CO,2.23348,1.47824,1.13439,2.9787,75.73,-0.227,-0.0307,0.1963,1167.6046,0.16835,-440.273155,-440.263308,-440.262364,-440.307457,36.299
gdb_50904,C#CCOC(=O)NC=O,6.99999,0.68546,0.62674,4.605,67.77,-0.2678,-0.0235,0.2443,1651.7497,0.098236,-473.839197,-473.829859,-473.828914,-473.875113,31.39
gdb_85932,CC1(CN(C(=O)N1)C)C,2.72066,1.29836,1.10027,3.9284,79.94,-0.2303,0.0619,0.2922,1219.743,0.182775,-420.472868,-420.463324,-420.46238,-420.506661,35.991
gdb_104248,CCC1(C)CCC1C#N,2.10102,1.28724,1.09085,4.1009,86.26,-0.2951,0.0285,0.3236,1274.7534,0.193697,-367.232532,-367.222736,-367.221792,-367.266904,36.859
gdb_17765,C#CCN1C2CC1C2,5.41824,1.32105,1.27799,1.443,74.94,-0.2206,0.0483,0.2689,1000.3711,0.141797,-326.604247,-326.597032,-326.596088,-326.63604,28.107
gdb_38739,C1C2CC3CC1C2C=C3,2.69178,1.96255,1.86092,0.1316,84.87,-0.2335,0.0253,0.2588,900.6906,0.188335,-349.972947,-349.966747,-349.965803,-350.002884,28.093
gdb_115757,COC1COC1CC#N,3.49812,0.93868,0.78804,6.3642,73.38,-0.2671,0.0338,0.3009,1433.5933,0.146294,-439.065352,-439.055926,-439.054982,-439.10096,32.46
gdb_110126,OCC1C(CO)C1C#N,2.26096,1.19026,0.94273,2.7256,72.33,-0.2804,0.0148,0.2952,1281.1478,0.14681,-439.072557,-439.062795,-439.061851,-439.108068,34.563
gdb_75124,CC1=NCC(=O)CCO1,2.98212,1.28989,1.00737,3.1022,74.66,-0.2359,-0.0223,0.2136,1195.4291,0.147145,-439.11649,-439.107722,-439.106778,-439.15113,31.883
gdb_99429,C#CC(CO)(C#C)C#N,1.69009,1.48709,1.30385,3.5534,73.45,-0.2818,0.0047,0.2866,1106.6594,0.096186,-399.462193,-399.452123,-399.451179,-399.49727,35.007
gdb_21246,COc1cnoc1N,3.36486,1.91196,1.29645,3.3957,60.85,-0.2091,0.0089,0.218,905.9868,0.107063,-415.831788,-415.824067,-415.823123,-415.864386,27.386
gdb_978,c1coc(c1O)N,3.80501,3.40231,1.80937,0.8686,52.74,-0.1809,0.0344,0.2153,645.8036,0.090579,-360.52561,-360.519011,-360.518067,-360.555895,24.081
gdb_117290,CCCC(=O)NC(=N)C,4.55365,0.68958,0.6078,0.8524,84.06,-0.2512,-0.0071,0.2442,1871.3934,0.181206,-420.465427,-420.45472,-420.453775,-420.502757,37.452
gdb_53854,CC(=O)C(=O)OCC#N,4.21907,0.8256,0.69642,4.1067,64.84,-0.2713,-0.0898,0.1815,1512.6316,0.097425,-473.867818,-473.858245,-473.857301,-473.904657,31.396
gdb_78799,OC1C2C3C2C1(O)C3=O,2.24156,1.88057,1.61755,2.5689,64.47,-0.2438,0.0029,0.2467,902.3955,0.111711,-457.72662,-457.719056,-457.718112,-457.758368,29.437
gdb_72668,CC12CCC1(OC2)C#C,2.30059,1.51007,1.44169,2.0137,81.79,-0.2432,0.0194,0.2626,1062.8215,0.157354,-385.82927,-385.820444,-385.8195,-385.862587,33.811
gdb_97036,CN=C1COC(=O)N1C,3.16784,1.30547,0.94079,3.4262,73.76,-0.2479,-0.0014,0.2465,1215.7339,0.135946,-455.2075,-455.198386,-455.197442,-455.242077,31.422
gdb_23069,CC12OC3C1C2C3=NO,4.65331,1.13856,1.07125,2.2228,73.28,-0.2303,0.0153,0.2457,1141.2159,0.122581,-437.769638,-437.761778,-437.760833,-437.801801,30.386
gdb_92348,CC1CC2COC(C2)O1,2.8852,1.54028,1.37006,2.2132,77.0,-0.2478,0.0805,0.3283,1052.4045,0.185652,-424.253394,-424.24587,-424.244926,-424.284992,30.852
gdb_111952,CC1C=CC(CO)C1=O,2.91363,1.17219,0.93081,1.7084,77.28,-0.2409,-0.0189,0.222,1289.9597,0.158121,-423.053518,-423.044221,-423.043276,-423.08818,33.877
gdb_114310,CC1C2CC(CO)C12O,2.04081,1.40351,1.30341,2.5583,78.53,-0.2276,0.0644,0.292,1158.891,0.181426,-424.185771,-424.176161,-424.175217,-424.219876,36.437
gdb_25114,N=C1OC=NC(=O)C=N1,2.99041,1.61794,1.25107,3.0991,64.4,-0.2687,-0.0933,0.1754,946.4545,0.078093,-468.820119,-468.813083,-468.812139,-468.85217,25.546
gdb_49186,O=CC1=CN2CC3C2C13,4.05434,1.33544,1.18516,2.607,76.46,-0.2271,-0.0581,0.169,1035.1295,0.1257,-400.704365,-400.697636,-400.696691,-400.735622,26.635
gdb_78403,CC1C2C1N1CC(=O)C21,3.22682,1.32833,1.19872,2.3305,75.67,-0.233,-0.0313,0.2017,1099.3247,0.147372,-401.890994,-401.883324,-401.88238,-401.923077,30.107
gdb_29197,CC1=COC(=N)C=C1O,3.13,1.37811,0.9625,3.1073,78.39,-0.2024,-0.0306,0.1718,1170.5315,0.124826,-437.929481,-437.921445,-437.920501,-437.961904,30.849
gdb_43691,C1C(CC1=O)NCC#N,6.79702,0.6351,0.61208,1.9759,74.56,-0.2482,-0.0333,0.2148,1722.5058,0.134719,-418.010107,-418.001132,-418.000188,-418.045154,31.99
gdb_16244,CC1COCC11CN1,3.00729,2.02147,1.553,2.2728,70.42,-0.2443,0.0714,0.3158,897.0939,0.166721,-365.039049,-365.031308,-365.030364,-365.071339,29.359
gdb_81807,CN1C2CC2(O)C11CC1,2.15567,1.81248,1.30359,0.8357,80.05,-0.2003,0.0714,0.2717,1070.0201,0.169373,-403.070823,-403.06208,-403.061136,-403.103559,34.571
gdb_32844,CCCc1nc(co1)O,5.29696,0.77984,0.71964,1.2664,75.4,-0.2124,0.009,0.2214,1590.208,0.147675,-439.130793,-439.121857,-439.120913,-439.165523,32.431
gdb_109068,OCC1=NC2CC3C2N13,4.01938,1.3192,1.18965,3.477,71.82,-0.2534,-0.0083,0.245,1057.4099,0.137554,-417.96212,-417.954913,-417.953968,-417.993869,28.204
gdb_85256,CC1CC2(CC2)C(=O)O1,2.59007,1.52717,1.16848,4.3256,75.43,-0.2618,0.0159,0.2778,1114.8639,0.159959,-423.074175,-423.065892,-423.064948,-423.107285,31.69
gdb_52938,CC#CC12CN(C1)C2C,3.16686,0.95986,0.8383,2.2257,90.36,-0.2333,0.0442,0.2775,1474.8772,0.170437,-365.915007,-365.905688,-365.904744,-365.951017,34.04
gdb_31878,CCc1ccc([nH]1)C#C,3.86577,0.9547,0.80513,1.989,93.39,-0.1934,0.0026,0.196,1437.9682,0.147622,-364.832482,-364.823475,-364.822531,-364.866668,33.709
gdb_7399,COCC(O)C(C)O,3.26499,1.14138,1.04281,1.9513,68.21,-0.2511,0.0629,0.314,1246.0015,0.17425,-423.263402,-423.253288,-423.252344,-423.298434,35.816
gdb_19273,COC1C2NC2C1=O,3.29094,1.94409,1.38808,3.1268,62.28,-0.2242,-0.0261,0.1981,890.4656,0.11771,-399.742623,-399.735042,-399.734098,-399.774923,27.091
gdb_96175,CC1CCCC2OCC12,2.16224,1.72016,1.10017,1.9138,84.01,-0.2368,0.0702,0.307,1183.8341,0.20843,-388.294704,-388.286322,-388.285378,-388.327501,33.307
gdb_102680,CCC(CO)OCC#C,2.59123,0.83858,0.68919,2.0964,81.99,-0.2548,0.0273,0.2821,1679.4201,0.178925,-424.176571,-424.165572,-424.164627,-424.214041,38.829
gdb_88954,CN1CC1CC(C)(C)O,2.8157,0.97746,0.89594,2.4168,86.06,-0.2199,0.0616,0.2815,1462.2221,0.214331,-405.521348,-405.51053,-405.509586,-405.556751,40.959
gdb_43296,O=C1C=CC2N3CC12C3,3.10836,1.77174,1.36477,1.7385,75.15,-0.2197,-0.0648,0.1549,931.1686,0.126431,-400.655947,-400.649545,-400.648601,-400.686575,26.261
gdb_38404,C1C2NC2C11CC2OC12,4.22305,1.31151,1.2046,2.6384,75.08,-0.2312,0.0792,0.3103,1051.7212,0.148456,-401.852463,-401.845365,-401.84442,-401.883954,28.697
gdb_119230,CCCC1(NC1C)C=O,1.93724,1.1834,0.86065,2.4038,85.21,-0.2539,-0.0275,0.2264,1467.3276,0.192073,-404.349126,-404.338696,-404.337752,-404.384961,37.637
gdb_133527,CC(O)(C#C)C(F)(F)F,2.16058,1.49872,1.32461,1.5467,56.01,-0.2846,0.021,0.3056,1007.9551,0.093747,-568.158808,-568.149535,-568.148591,-568.192655,33.893
gdb_85212,CC1NC(=O)C1OC=O,2.43631,1.29697,0.92482,5.3963,67.39,-0.2623,-0.0032,0.2591,1230.8846,0.122646,-475.061259,-475.052181,-475.051237,-475.096111,31.407
gdb_102868,OCC(CC=O)OC=O,1.64167,1.20611,0.76021,2.5375,67.31,-0.261,-0.0372,0.2238,1451.3828,0.132238,-496.120397,-496.110329,-496.109385,-496.157605,33.634
gdb_13642,CC#CCC1OC1C,6.80971,0.80262,0.76279,1.6163,77.66,-0.2433,0.0589,0.3022,1532.8126,0.150935,-347.76536,-347.755727,-347.754782,-347.80182,32.648
gdb_63386,CC1(O)CC(C)(C1)C#N,2.86241,1.17483,0.97562,5.1237,79.73,-0.2722,0.0378,0.31,1267.0784,0.168646,-403.163699,-403.15396,-403.153016,-403.197772,36.943
gdb_94991,CC1OCC2C3OC1C23,2.88433,1.80702,1.38442,2.3787,74.28,-0.2277,0.0782,0.3059,980.8495,0.160582,-422.984792,-422.977483,-422.976539,-423.016238,29.488
gdb_72059,OC12CC3CC1C23C#N,2.46847,1.67092,1.30128,5.5685,75.23,-0.2548,0.0173,0.2721,1003.8108,0.125087,-400.711314,-400.703783,-400.702839,-400.743235,29.2
gdb_85193,CC1CC(=O)N1CC#N,2.36681,1.32074,0.93754,3.9832,74.61,-0.2651,0.0093,0.2744,1237.1006,0.135328,-418.045659,-418.036603,-418.035659,-418.080446,31.94
gdb_115097,CC1CC=CCC1CO,2.49702,1.22955,0.9883,1.4348,86.39,-0.2331,0.0346,0.2676,1307.345,0.206657,-388.306651,-388.297194,-388.29625,-388.340545,36.373
gdb_133845,OC12C3C1C1=CC3OC21,2.8624,2.2762,1.80209,1.4521,68.92,-0.1965,-0.0576,0.1389,786.5024,0.112894,-420.480733,-420.474503,-420.473559,-420.510813,26.254
gdb_28529,c1c(nc(c(n1)O)O)N,3.16647,1.45354,0.99712,2.5871,71.04,-0.1964,-0.027,0.1695,1096.0323,0.10286,-470.073027,-470.065495,-470.064551,-470.104695,29.598
gdb_107792,CCC12CC3C(C1O)N23,2.52243,1.61005,1.28441,1.6542,77.29,-0.2495,0.0589,0.3084,1073.029,0.171249,-403.097699,-403.089273,-403.088329,-403.130535,32.751
gdb_132101,CC1=C(F)OC(=N)C=N1,3.01522,1.47215,0.99529,1.6764,71.86,-0.2279,-0.069,0.159,1104.4304,0.099997,-477.995142,-477.987381,-477.986437,-478.027714,28.515
gdb_31483,Cc1cc(oc1C)CO,3.10248,1.07111,0.84527,2.0191,80.98,-0.2081,0.017,0.2251,1398.5462,0.157855,-423.066654,-423.056837,-423.055893,-423.101963,34.805
gdb_52918,CC#CC12C3C4C(C13)N24,5.80713,0.92987,0.90952,1.8806,84.57,-0.218,0.0199,0.2379,1327.6529,0.123119,-363.463358,-363.455506,-363.454562,-363.497139,29.028
gdb_51635,O=CNC1CN2CC1C2,4.18892,1.00693,0.99637,2.8564,76.82,-0.2298,0.0284,0.2582,1249.6728,0.162331,-419.193333,-419.185637,-419.184693,-419.226566,29.631
gdb_62822,CC1(C)C2CC1(C2)C=O,2.27536,1.43724,1.30226,2.8562,84.08,-0.2419,-0.0273,0.2145,1132.6893,0.181118,-387.04919,-387.039972,-387.039028,-387.083345,34.828
gdb_52173,N=COCC1CC(=O)C1,6.19888,0.64309,0.60505,3.7388,76.19,-0.2488,-0.0261,0.2227,1768.6111,0.145471,-439.086441,-439.077023,-439.076079,-439.123308,32.544
gdb_103540,CC1OC=NC1(C)CO,2.49768,1.39847,1.1505,2.1838,74.75,-0.2502,0.0137,0.264,1152.3536,0.170721,-440.30584,-440.296673,-440.295728,-440.339827,34.613
gdb_85536,CC1OC(=O)CC2NC12,2.56634,1.63521,1.18709,4.7695,71.16,-0.2537,0.0194,0.2731,1059.6073,0.14906,-439.102217,-439.094315,-439.093371,-439.134888,30.408
gdb_116064,CCC1CC(=O)OCO1,3.5821,1.05194,0.84913,3.8449,72.15,-0.2654,0.0072,0.2725,1355.6293,0.159402,-460.209047,-460.200257,-460.199313,-460.243047,32.161
gdb_29481,Cc1c[nH]c2c1[nH]cc2,3.204,1.63759,1.09103,0.1477,82.59,-0.1687,0.0393,0.208,1075.8164,0.138803,-380.924769,-380.916886,-380.915941,-380.956733,30.638
gdb_105922,CCC12C3C4C(CC14)N23,3.22246,1.60998,1.38974,1.6259,81.08,-0.2221,0.0795,0.3016,1015.9449,0.172291,-365.933376,-365.925991,-365.925047,-365.965226,29.936
gdb_98972,CCC(=N)OC(=O)CC,3.23713,0.87574,0.72693,3.3951,77.65,-0.2596,-0.0171,0.2425,1619.1142,0.168192,-440.340526,-440.329905,-440.328961,-440.377939,36.572
gdb_73447,CC12CCC3CC1C23C,2.14433,1.83838,1.4972,0.3073,88.87,-0.2356,0.0877,0.3234,1066.7287,0.207052,-351.154476,-351.145958,-351.145014,-351.186752,34.482
gdb_42800,O=C1C2CC1C(=C2)C#N,3.38995,1.27544,1.15249,4.3919,75.62,-0.2668,-0.06,0.2068,1055.4849,0.102097,-399.55388,-399.546909,-399.545965,-399.585547,26.662
gdb_22300,CC1=CC(=NO)CCN1,2.62433,1.26286,0.88142,2.9687,87.18,-0.1853,-0.0063,0.179,1310.9166,0.160322,-419.197249,-419.188397,-419.187453,-419.230525,33.871
gdb_39341,C1C2OCC3OCOC123,2.87669,1.89065,1.37063,0.249,66.83,-0.241,0.0846,0.3256,932.944,0.13765,-458.936134,-458.92926,-458.928316,-458.967493,27.142
gdb_62509,CC1(C)C(C)(O)C1(C)O,1.58718,1.58693,1.54674,2.0342,82.35,-0.2218,0.0611,0.2829,1165.2308,0.200906,-425.419371,-425.40796,-425.407016,-425.454259,43.103
gdb_127496,Cn1c(nc(n1)C#C)N,3.95863,1.15348,0.89959,4.0804,78.65,-0.2207,-0.0063,0.2144,1237.1257,0.113188,-412.984299,-412.975664,-412.97472,-413.017556,31.401
gdb_32345,CNc1c[nH]c(=O)nc1,4.80949,1.01731,0.87607,6.7416,77.11,-0.2088,-0.0544,0.1544,1289.1528,0.126455,-434.114978,-434.10689,-434.105946,-434.148265,29.719
gdb_82561,OC1C2CC3(CCC13)O2,2.82624,1.7296,1.369,0.8801,75.0,-0.2335,0.0695,0.3031,988.6621,0.16077,-422.968163,-422.960969,-422.960025,-422.999313,30.008
gdb_30123,OC1CC1C1=CN=CO1,3.88697,1.19761,1.05327,1.6857,72.3,-0.2266,-0.0046,0.222,1131.8644,0.125452,-437.894352,-437.886796,-437.885852,-437.926806,28.744
gdb_97042,CN=C1N(C(=O)CO1)C,3.18266,1.3169,0.94806,1.199,74.47,-0.2448,-0.0035,0.2413,1211.3298,0.135835,-455.20295,-455.193765,-455.192821,-455.237768,31.552
gdb_108963,CCC1=CC2C3CC1C23,3.68927,1.232,1.12723,0.3112,87.64,-0.209,0.0243,0.2333,1191.251,0.18434,-349.934345,-349.926535,-349.92559,-349.966739,31.508
gdb_527,CCNCC#N,15.53869,1.41482,1.33271,4.2405,54.99,-0.2476,0.023,0.2706,867.8577,0.119718,-266.616319,-266.609198,-266.608253,-266.64743,23.932
gdb_26804,C#Cc1[nH]c(c(n1)O)N,3.68006,1.13985,0.87433,1.8782,78.15,-0.1959,-0.0133,0.1826,1237.0406,0.101138,-432.869595,-432.860927,-432.859983,-432.903478,31.685
gdb_64889,CC1(CC1(N)C#C)C#N,1.99823,1.71653,1.09871,4.2843,80.31,-0.2584,0.0176,0.276,1129.542,0.133902,-380.835277,-380.825695,-380.824751,-380.869082,35.756
gdb_88167,CC1OC11CCCC1C,2.3316,1.41044,1.05671,1.7199,85.28,-0.2485,0.0785,0.327,1264.9839,0.205699,-388.302356,-388.293031,-388.292087,-388.336498,36.022
gdb_96155,CC1CCOC2CC2C1,2.6185,1.39542,1.00152,1.2638,85.75,-0.2346,0.0839,0.3185,1262.2037,0.207567,-388.288693,-388.280179,-388.279235,-388.321322,34.351
gdb_132573,Cc1c(cc(cn1)N)F,3.09517,1.33744,0.94011,2.9195,77.72,-0.2108,-0.015,0.1958,1187.2351,0.124496,-442.099103,-442.09087,-442.089926,-442.131908,31.104
gdb_66753,CC12C3C4C1C(N34)C2=O,2.79712,2.07238,1.50728,3.2581,70.95,-0.2328,-0.0231,0.2097,884.4465,0.124606,-400.672662,-400.665765,-400.664821,-400.703799,27.314
gdb_52485,CC#CC#CC1CN1C,5.5406,0.55505,0.52549,1.5798,104.58,-0.2165,-0.0121,0.2043,2116.6001,0.14532,-364.740203,-364.730025,-364.729081,-364.777702,35.071
gdb_30534,c1c(nc(o1)N=CN)N,6.9004,0.84541,0.75398,3.4315,80.07,-0.179,-0.0152,0.1638,1436.1696,0.113735,-450.16516,-450.156536,-450.155591,-450.198681,31.381
gdb_78743,CC12CCC3C(O)C1N23,2.74138,1.6293,1.45247,1.5749,77.66,-0.2334,0.0625,0.2958,1012.3219,0.172473,-403.125902,-403.117951,-403.117006,-403.157803,31.905
gdb_105339,OCC1(CC2OC12)C#C,2.42589,1.4887,1.146,2.5321,73.69,-0.2548,0.0328,0.2876,1096.6759,0.133853,-421.741184,-421.732583,-421.731638,-421.774352,32.698
gdb_18595,CC1CC2OCCC12,3.30385,1.97159,1.61583,1.5016,73.19,-0.2403,0.0732,0.3135,890.9403,0.179191,-349.005706,-348.998409,-348.997465,-349.037181,28.81
